,,,,,,,,,,,,,,,,,,
Index,Order ID,Order Date,Ship Mode,Customer ID,Customer Name,Origin Channel,Country/Region,City,State,Postal Code,Region,Category,Sub-Category,Product ID,Sales,Quantity,Discount,Profit
6722,CA-2020-102974,19/9/2020,Standard Class,DP-13105,Dave Poirier,Sales,United States,Los Angeles,California,90032,West,Power Muesli,Super Mega Protein,OFF-AR-10000914,23.32,2,0,6.0632
6723,CA-2020-102974,19/9/2020,Standard Class,DP-13105,Dave Poirier,Sales,United States,Los Angeles,California,90032,West,Power Muesli,Super Mega Protein,OFF-AR-10004956,16.74,3,0,4.8546
6742,CA-2017-144029,26/5/2017,Standard Class,MM-18055,Michelle Moray,Email,United States,Chicago,Illinois,60623,Central,Power Muesli,Super Mega Protein,OFF-AR-10000716,13.392,3,0.2,3.1806
6746,CA-2020-111269,16/6/2020,Second Class,CS-12355,Christine Sundaresam,Email,United States,Dublin,Ohio,43017,East,Power Muesli,Super Mega Protein,OFF-AR-10001427,23.92,5,0.2,1.794
6760,CA-2020-165715,2/12/2020,Standard Class,BG-11035,Barry Gonzalez,Email,United States,Greensboro,North Carolina,27405,South,Power Muesli,Super Mega Protein,OFF-AR-10003903,32.776,1,0.2,2.4582
6767,CA-2020-100615,20/4/2020,Standard Class,SJ-20215,Sarah Jordon,Email,United States,Chicago,Illinois,60653,Central,Power Muesli,Super Mega Protein,OFF-AR-10001683,15.76,2,0.2,3.546
6770,CA-2020-139787,19/9/2020,Standard Class,JP-16135,Julie Prescott,Facebook,United States,Columbus,Georgia,31907,South,Power Muesli,Super Mega Protein,OFF-AR-10002445,35.4,5,0,13.452
6790,CA-2018-161445,7/9/2018,Second Class,CC-12610,Corey Catlett,Sales,United States,Durham,North Carolina,27707,South,Power Muesli,Super Mega Protein,OFF-AR-10001953,140.736,4,0.2,12.3144
6830,CA-2019-118689,2/10/2019,Standard Class,TC-20980,Tamara Chand,Sales,United States,Lafayette,Indiana,47905,Central,Power Muesli,Super Mega Protein,OFF-AR-10001958,33.96,2,0,9.5088
6833,CA-2018-112522,10/10/2018,Standard Class,DP-13165,David Philippe,Email,United States,Chicago,Illinois,60610,Central,Power Muesli,Super Mega Protein,OFF-AR-10003183,8.016,3,0.2,1.002
6838,CA-2018-116260,6/7/2018,Standard Class,BF-10975,Barbara Fisher,Sales,United States,Vineland,New Jersey,8360,East,Power Muesli,Super Mega Protein,OFF-AR-10003732,11.12,4,0,2.8912
6892,CA-2020-164756,18/9/2020,Standard Class,SS-20140,Saphhira Shifley,Sales,United States,Columbus,Georgia,31907,South,Power Muesli,Super Mega Protein,OFF-AR-10000380,113.94,3,0,34.182
6935,CA-2017-164182,14/7/2017,Standard Class,ST-20530,Shui Tom,Email,United States,Philadelphia,Pennsylvania,19140,East,Power Muesli,Super Mega Protein,OFF-AR-10001044,41.584,2,0.2,4.6782
6962,CA-2020-162096,10/11/2020,First Class,TB-21190,Thomas Brumley,Facebook,United States,Riverside,California,92503,West,Power Muesli,Super Mega Protein,OFF-AR-10002221,7.8,3,0,2.106
6964,CA-2019-157161,16/7/2019,Second Class,JD-15895,Jonathan Doherty,Sales,United States,Columbia,South Carolina,29203,South,Power Muesli,Super Mega Protein,OFF-AR-10003338,22.32,3,0,5.58
6975,CA-2020-146185,15/9/2020,Standard Class,CC-12145,Charles Crestani,Email,United States,Houston,Texas,77095,Central,Power Muesli,Super Mega Protein,OFF-AR-10002987,31.744,2,0.2,8.3328
6987,CA-2019-116526,1/9/2019,Standard Class,JA-15970,Joseph Airdo,Email,United States,Detroit,Michigan,48227,Central,Power Muesli,Super Mega Protein,OFF-AR-10004999,11.96,2,0,2.99
6994,CA-2018-109386,8/11/2018,Second Class,RH-19600,Rob Haberlin,Email,United States,Hampton,Virginia,23666,South,Power Muesli,Super Mega Protein,OFF-AR-10000380,265.86,7,0,79.758
6995,CA-2018-109386,8/11/2018,Second Class,RH-19600,Rob Haberlin,Email,United States,Hampton,Virginia,23666,South,Power Muesli,Super Mega Protein,OFF-AR-10000122,27.9,5,0,6.975
7032,CA-2019-145548,11/11/2019,Standard Class,EB-13750,Edward Becker,Sales,United States,New York City,New York,10011,East,Power Muesli,Super Mega Protein,OFF-AR-10003373,92.94,3,0,25.0938
7039,CA-2020-161970,22/9/2020,Standard Class,PB-19105,Peter Bühler,Email,United States,Smyrna,Georgia,30080,South,Power Muesli,Super Mega Protein,OFF-AR-10003896,17.94,3,0,6.4584
7050,CA-2017-141355,25/9/2017,Standard Class,BF-11005,Barry Franz,Facebook,United States,Aurora,Colorado,80013,West,Power Muesli,Super Mega Protein,OFF-AR-10003179,14.576,2,0.2,2.3686
7052,CA-2019-165330,11/12/2019,First Class,WB-21850,William Brown,Email,United States,Anaheim,California,92804,West,Power Muesli,Super Mega Protein,OFF-AR-10000914,23.32,2,0,6.0632
7072,CA-2019-112256,23/7/2019,Standard Class,CK-12205,Chloris Kastensmidt,Email,United States,Mcallen,Texas,78501,Central,Power Muesli,Super Mega Protein,OFF-AR-10001216,4.448,2,0.2,0.3336
7074,CA-2019-112256,23/7/2019,Standard Class,CK-12205,Chloris Kastensmidt,Email,United States,Mcallen,Texas,78501,Central,Power Muesli,Super Mega Protein,OFF-AR-10001953,175.92,5,0.2,15.393
7080,CA-2019-106950,2/9/2019,Standard Class,JE-15715,Joe Elijah,Email,United States,Charlotte,North Carolina,28205,South,Power Muesli,Super Mega Protein,OFF-AR-10003560,19.456,4,0.2,3.4048
7084,CA-2020-118724,21/7/2020,Second Class,AR-10825,Anthony Rawles,Sales,United States,Concord,California,94521,West,Power Muesli,Super Mega Protein,OFF-AR-10003469,3.52,2,0,1.6896
7089,CA-2018-105844,25/10/2018,Second Class,JF-15415,Jennifer Ferguson,Email,United States,Sparks,Nevada,89431,West,Power Muesli,Super Mega Protein,OFF-AR-10001955,79.36,4,0,23.808
7093,CA-2018-119480,9/1/2018,Standard Class,CC-12685,Craig Carroll,Email,United States,Henderson,Kentucky,42420,South,Power Muesli,Super Mega Protein,OFF-AR-10004691,42.76,2,0,11.1176
7109,CA-2019-109666,19/4/2019,Standard Class,KM-16720,Kunst Miller,Email,United States,New York City,New York,10035,East,Power Muesli,Super Mega Protein,OFF-AR-10004582,3.28,2,0,1.476
7112,CA-2019-109666,19/4/2019,Standard Class,KM-16720,Kunst Miller,Email,United States,New York City,New York,10035,East,Power Muesli,Super Mega Protein,OFF-AR-10004022,71.96,2,0,17.99
7127,CA-2019-123176,27/9/2019,Second Class,JG-15160,James Galang,Email,United States,Atlanta,Georgia,30318,South,Power Muesli,Super Mega Protein,OFF-AR-10004685,13.89,3,0,4.5837
7167,CA-2017-117464,22/7/2017,Second Class,NP-18325,Naresj Patel,Email,United States,San Francisco,California,94122,West,Power Muesli,Super Mega Protein,OFF-AR-10003190,11.52,4,0,3.2256
7181,CA-2017-106054,6/1/2017,First Class,JO-15145,Jack O'Briant,Sales,United States,Athens,Georgia,30605,South,Power Muesli,Super Mega Protein,OFF-AR-10002399,12.78,3,0,5.2398
7186,CA-2020-133102,17/8/2020,Standard Class,ED-13885,Emily Ducich,Facebook,United States,Houston,Texas,77095,Central,Power Muesli,Super Mega Protein,OFF-AR-10003183,8.016,3,0.2,1.002
7193,CA-2019-116918,1/10/2019,Second Class,JK-15205,Jamie Kunitz,Email,United States,Hialeah,Florida,33012,South,Power Muesli,Super Mega Protein,OFF-AR-10003631,30.976,8,0.2,5.0336
7197,CA-2017-116785,26/4/2017,Standard Class,MH-17290,Marc Harrigan,Facebook,United States,Los Angeles,California,90036,West,Power Muesli,Super Mega Protein,OFF-AR-10003504,21.4,5,0,6.206
7199,US-2018-156797,11/8/2018,Standard Class,PO-19180,Philisse Overcash,Facebook,United States,New York City,New York,10035,East,Power Muesli,Super Mega Protein,OFF-AR-10001427,11.96,2,0,3.1096
7205,CA-2018-136658,10/9/2018,Standard Class,BO-11425,Bobby Odegard,Email,United States,New York City,New York,10024,East,Power Muesli,Super Mega Protein,OFF-AR-10000817,6.08,2,0,2.0672
7208,CA-2019-143476,11/9/2019,First Class,LC-16930,Linda Cazamias,Sales,United States,Phoenix,Arizona,85023,West,Power Muesli,Super Mega Protein,OFF-AR-10003759,2.912,2,0.2,0.91
7215,CA-2018-103072,27/9/2018,Second Class,HW-14935,Helen Wasserman,Sales,United States,Detroit,Michigan,48205,Central,Power Muesli,Super Mega Protein,OFF-AR-10000127,16.4,5,0,4.756
7217,CA-2018-150770,3/5/2018,First Class,LC-16870,Lena Cacioppo,Email,United States,San Francisco,California,94109,West,Power Muesli,Super Mega Protein,OFF-AR-10001246,8.82,3,0,2.5578
7237,CA-2017-138737,7/12/2017,First Class,FP-14320,Frank Preis,Email,United States,Los Angeles,California,90049,West,Power Muesli,Super Mega Protein,OFF-AR-10003190,8.64,3,0,2.4192
7245,US-2020-151127,22/5/2020,First Class,RL-19615,Rob Lucas,Email,United States,Los Angeles,California,90049,West,Power Muesli,Super Mega Protein,OFF-AR-10002445,49.56,7,0,18.8328
7257,CA-2019-152730,30/5/2019,Standard Class,EM-14140,Eugene Moren,Facebook,United States,Superior,Wisconsin,54880,Central,Power Muesli,Super Mega Protein,OFF-AR-10003732,5.56,2,0,1.4456
7259,CA-2019-152730,30/5/2019,Standard Class,EM-14140,Eugene Moren,Facebook,United States,Superior,Wisconsin,54880,Central,Power Muesli,Super Mega Protein,OFF-AR-10000940,14.7,5,0,3.969
7262,CA-2020-137001,10/6/2020,Second Class,GZ-14545,George Zrebassa,Sales,United States,Thousand Oaks,California,91360,West,Power Muesli,Super Mega Protein,OFF-AR-10001231,14.7,7,0,4.116
7265,CA-2020-122056,13/6/2020,Standard Class,PG-18895,Paul Gonzalez,Email,United States,Springfield,Virginia,22153,South,Power Muesli,Super Mega Protein,OFF-AR-10004260,181.86,7,0,50.9208
7284,CA-2020-169439,9/9/2020,Standard Class,LC-17140,Logan Currie,Email,United States,Cleveland,Ohio,44105,East,Power Muesli,Super Mega Protein,OFF-AR-10001374,25.92,5,0.2,3.888
7296,CA-2017-111899,4/5/2017,First Class,NC-18340,Nat Carroll,Email,United States,Houston,Texas,77036,Central,Power Muesli,Super Mega Protein,OFF-AR-10001725,37.84,2,0.2,2.838
7314,CA-2018-162761,9/10/2018,Standard Class,SC-20575,Sonia Cooley,Email,United States,Miami,Florida,33178,South,Power Muesli,Super Mega Protein,OFF-AR-10001761,37.376,8,0.2,7.4752
7316,CA-2020-115322,11/5/2020,Second Class,ZC-21910,Zuschuss Carroll,Email,United States,New York City,New York,10024,East,Power Muesli,Super Mega Protein,OFF-AR-10004456,43.92,3,0,12.7368
7340,CA-2018-159590,18/7/2018,First Class,KC-16255,Karen Carlisle,Sales,United States,New York City,New York,10009,East,Power Muesli,Super Mega Protein,OFF-AR-10003190,5.76,2,0,1.6128
7347,CA-2020-168389,11/12/2020,Standard Class,DV-13045,Darrin Van Huff,Sales,United States,Jacksonville,Florida,32216,South,Power Muesli,Super Mega Protein,OFF-AR-10001958,13.584,1,0.2,1.3584
7357,CA-2019-114748,9/10/2019,Standard Class,MZ-17335,Maria Zettner,Facebook,United States,Phoenix,Arizona,85023,West,Power Muesli,Super Mega Protein,OFF-AR-10001315,1.408,1,0.2,0.1584
7377,US-2020-145597,2/11/2020,First Class,GG-14650,Greg Guthrie,Sales,United States,Bloomington,Illinois,61701,Central,Power Muesli,Super Mega Protein,OFF-AR-10001958,54.336,4,0.2,5.4336
7379,CA-2018-136224,31/5/2018,First Class,ML-18265,Muhammed Lee,Email,United States,Fayetteville,North Carolina,28314,South,Power Muesli,Super Mega Protein,OFF-AR-10003504,10.272,3,0.2,1.1556
7394,CA-2020-147844,2/5/2020,Standard Class,DD-13570,Dorothy Dickinson,Email,United States,Los Angeles,California,90049,West,Power Muesli,Super Mega Protein,OFF-AR-10001615,59.52,3,0,15.4752
7437,CA-2018-148180,26/7/2018,Standard Class,BP-11095,Bart Pistole,Sales,United States,Oxnard,California,93030,West,Power Muesli,Super Mega Protein,OFF-AR-10002067,99.2,5,0,25.792
7450,CA-2020-105669,17/9/2020,Second Class,SJ-20125,Sanjit Jacobs,Facebook,United States,Houston,Texas,77036,Central,Power Muesli,Super Mega Protein,OFF-AR-10000390,9.912,3,0.2,3.2214
7464,CA-2019-103709,8/9/2019,Standard Class,LP-17095,Liz Preis,Email,United States,Visalia,California,93277,West,Power Muesli,Super Mega Protein,OFF-AR-10003338,14.88,2,0,3.72
7474,CA-2019-109652,10/4/2019,Standard Class,QJ-19255,Quincy Jones,Sales,United States,Chicago,Illinois,60653,Central,Power Muesli,Super Mega Protein,OFF-AR-10000034,13.568,4,0.2,3.2224
7477,CA-2017-167199,6/1/2017,Standard Class,ME-17320,Maria Etezadi,Facebook,United States,Henderson,Kentucky,42420,South,Power Muesli,Super Mega Protein,OFF-AR-10001662,5.48,2,0,1.4796
7485,CA-2020-135111,28/12/2020,Standard Class,CS-12400,Christopher Schild,Facebook,United States,Fargo,North Dakota,58103,Central,Power Muesli,Super Mega Protein,OFF-AR-10004707,2.48,1,0,0.868
7499,CA-2020-121048,14/7/2020,Standard Class,TC-21295,Toby Carlisle,Email,United States,Westminster,California,92683,West,Power Muesli,Super Mega Protein,OFF-AR-10004042,71.92,4,0,20.8568
7503,US-2020-120147,30/3/2020,First Class,TB-21400,Tom Boeckenhauer,Email,United States,Los Angeles,California,90036,West,Power Muesli,Super Mega Protein,OFF-AR-10000817,6.08,2,0,2.0672
7514,US-2020-161935,14/7/2020,Standard Class,JL-15835,John Lee,Email,United States,Columbus,Ohio,43229,East,Power Muesli,Super Mega Protein,OFF-AR-10004757,13.12,5,0.2,2.132
7556,CA-2017-114181,10/5/2017,Second Class,AF-10885,Art Foster,Email,United States,Philadelphia,Pennsylvania,19134,East,Power Muesli,Super Mega Protein,OFF-AR-10000716,22.32,5,0.2,5.301
7569,CA-2017-133830,5/12/2017,Standard Class,RL-19615,Rob Lucas,Email,United States,Los Angeles,California,90045,West,Power Muesli,Super Mega Protein,OFF-AR-10003045,26.46,9,0,11.907
7574,CA-2017-100916,21/10/2017,Standard Class,FH-14275,Frank Hawley,Sales,United States,Newport News,Virginia,23602,South,Power Muesli,Super Mega Protein,OFF-AR-10001022,2.84,1,0,0.8804
7581,CA-2018-123113,23/11/2018,Second Class,AT-10735,Annie Thurman,Email,United States,Morristown,New Jersey,7960,East,Power Muesli,Super Mega Protein,OFF-AR-10004999,17.94,3,0,4.485
7587,CA-2017-163223,21/3/2017,Standard Class,KH-16690,Kristen Hastings,Sales,United States,Springfield,Virginia,22153,South,Power Muesli,Super Mega Protein,OFF-AR-10001573,9.32,4,0,2.7028
7590,CA-2018-139738,25/9/2018,Standard Class,DK-12895,Dana Kaydos,Email,United States,Rockford,Illinois,61107,Central,Power Muesli,Super Mega Protein,OFF-AR-10004602,128.744,7,0.2,12.8744
7593,CA-2019-158778,5/9/2019,Standard Class,DB-13210,Dean Braden,Email,United States,Philadelphia,Pennsylvania,19134,East,Power Muesli,Super Mega Protein,OFF-AR-10000896,7.872,3,0.2,0.5904
7598,CA-2017-131947,17/9/2017,Standard Class,JA-15970,Joseph Airdo,Email,United States,Springfield,Oregon,97477,West,Power Muesli,Super Mega Protein,OFF-AR-10001473,5.248,2,0.2,0.4592
7599,CA-2017-131947,17/9/2017,Standard Class,JA-15970,Joseph Airdo,Email,United States,Springfield,Oregon,97477,West,Power Muesli,Super Mega Protein,OFF-AR-10000411,38.256,3,0.2,4.782
7610,CA-2020-163209,3/5/2020,Standard Class,MK-18160,Mike Kennedy,Email,United States,San Francisco,California,94122,West,Power Muesli,Super Mega Protein,OFF-AR-10003651,22.96,7,0,6.6584
7614,US-2018-130491,8/2/2018,First Class,BH-11710,Brosina Hoffman,Email,United States,Garden City,Kansas,67846,Central,Power Muesli,Super Mega Protein,OFF-AR-10001149,5.76,2,0,1.728
7623,US-2017-144078,25/11/2017,Standard Class,RB-19435,Richard Bierner,Email,United States,Los Angeles,California,90004,West,Power Muesli,Super Mega Protein,OFF-AR-10004707,7.44,3,0,2.604
7635,US-2020-158526,29/12/2020,Second Class,KH-16360,Katherine Hughes,Email,United States,Louisville,Kentucky,40214,South,Power Muesli,Super Mega Protein,OFF-AR-10003696,34.58,1,0,10.0282
7638,CA-2020-104885,2/3/2020,Standard Class,DB-13555,Dorothy Badders,Sales,United States,Newark,Delaware,19711,East,Power Muesli,Super Mega Protein,OFF-AR-10001615,59.52,3,0,15.4752
7654,CA-2018-121552,22/3/2018,Standard Class,FW-14395,Fred Wasserman,Sales,United States,Huntsville,Alabama,35810,South,Power Muesli,Super Mega Protein,OFF-AR-10003217,19.56,4,0,5.4768
7663,US-2020-141509,29/9/2020,First Class,SC-20575,Sonia Cooley,Email,United States,Los Angeles,California,90036,West,Power Muesli,Super Mega Protein,OFF-AR-10002067,99.2,5,0,25.792
7664,CA-2020-139493,13/9/2020,Standard Class,SG-20605,Speros Goranitis,Email,United States,Asheville,North Carolina,28806,South,Power Muesli,Super Mega Protein,OFF-AR-10003158,15.92,5,0.2,2.786
7707,CA-2019-114601,26/8/2019,Standard Class,AA-10480,Andrew Allen,Email,United States,Detroit,Michigan,48234,Central,Power Muesli,Super Mega Protein,OFF-AR-10002578,8.64,3,0,2.5056
7708,CA-2020-100237,15/10/2020,Standard Class,SV-20815,Stuart Van,Sales,United States,Orem,Utah,84057,West,Power Muesli,Super Mega Protein,OFF-AR-10001761,11.68,2,0,4.2048
7720,CA-2018-108588,5/1/2018,Standard Class,BG-11695,Brooke Gillingham,Sales,United States,New York City,New York,10009,East,Power Muesli,Super Mega Protein,OFF-AR-10001615,59.52,3,0,15.4752
7728,US-2018-150231,16/3/2018,Second Class,JK-15640,Jim Kriz,Facebook,United States,New York City,New York,10009,East,Power Muesli,Super Mega Protein,OFF-AR-10001761,17.52,3,0,6.3072
7729,CA-2019-106915,26/11/2019,Standard Class,GA-14515,George Ashbrook,Email,United States,El Paso,Texas,79907,Central,Power Muesli,Super Mega Protein,OFF-AR-10000716,17.856,4,0.2,4.2408
7735,CA-2020-134418,15/9/2020,Standard Class,GM-14500,Gene McClure,Email,United States,Seattle,Washington,98103,West,Power Muesli,Super Mega Protein,OFF-AR-10004441,12.42,3,0,5.2164
7738,CA-2020-108287,18/12/2020,First Class,AG-10330,Alex Grayson,Email,United States,Charlotte,North Carolina,28205,South,Power Muesli,Super Mega Protein,OFF-AR-10001315,12.672,9,0.2,1.4256
7746,CA-2019-133613,17/6/2019,Standard Class,CP-12340,Christine Phan,Sales,United States,Waterbury,Connecticut,6708,East,Power Muesli,Super Mega Protein,OFF-AR-10003829,9.84,3,0,2.8536
7755,CA-2018-161795,21/12/2018,Second Class,AH-10075,Adam Hart,Sales,United States,Columbus,Ohio,43229,East,Power Muesli,Super Mega Protein,OFF-AR-10001919,3.008,2,0.2,0.3384
7763,CA-2020-156391,26/9/2020,First Class,SL-20155,Sara Luxemburg,Facebook,United States,Salem,Oregon,97301,West,Power Muesli,Super Mega Protein,OFF-AR-10003251,2.224,1,0.2,0.556
7765,US-2020-118941,12/8/2020,First Class,BB-11545,Brenda Bowman,Sales,United States,Columbia,Maryland,21044,East,Power Muesli,Super Mega Protein,OFF-AR-10004078,17.52,3,0,5.256
7767,US-2020-118941,12/8/2020,First Class,BB-11545,Brenda Bowman,Sales,United States,Columbia,Maryland,21044,East,Power Muesli,Super Mega Protein,OFF-AR-10001953,219.9,5,0,59.373
7768,CA-2018-169299,24/8/2018,First Class,DO-13435,Denny Ordway,Email,United States,Portland,Oregon,97206,West,Power Muesli,Super Mega Protein,OFF-AR-10002053,7.152,3,0.2,0.7152
7806,CA-2018-102260,22/9/2018,Standard Class,SJ-20125,Sanjit Jacobs,Facebook,United States,Franklin,Tennessee,37064,South,Power Muesli,Super Mega Protein,OFF-AR-10001315,2.816,2,0.2,0.3168
7809,US-2019-137295,8/1/2019,Standard Class,VS-21820,Vivek Sundaresam,Email,United States,Raleigh,North Carolina,27604,South,Power Muesli,Super Mega Protein,OFF-AR-10001955,47.616,3,0.2,5.952
7812,CA-2019-134334,14/2/2019,First Class,DK-13090,Dave Kipp,Email,United States,Clinton,Maryland,20735,East,Power Muesli,Super Mega Protein,OFF-AR-10001770,7.98,3,0,2.0748
7817,CA-2019-138478,21/10/2019,Second Class,DP-13390,Dennis Pardue,Facebook,United States,North Las Vegas,Nevada,89031,West,Power Muesli,Super Mega Protein,OFF-AR-10002240,113.22,3,0,29.4372
7823,US-2017-115413,26/8/2017,Standard Class,PP-18955,Paul Prost,Facebook,United States,Newark,Delaware,19711,East,Power Muesli,Super Mega Protein,OFF-AR-10003770,8.64,3,0,2.5056
7830,CA-2018-137302,26/4/2018,Standard Class,BW-11110,Bart Watters,Sales,United States,San Diego,California,92105,West,Power Muesli,Super Mega Protein,OFF-AR-10000588,59.52,3,0,15.4752
7834,CA-2018-128958,24/1/2018,Standard Class,CR-12820,Cyra Reiten,Facebook,United States,West Palm Beach,Florida,33407,South,Power Muesli,Super Mega Protein,OFF-AR-10004757,13.12,5,0.2,2.132
7881,CA-2020-118017,3/12/2020,Second Class,LC-16870,Lena Cacioppo,Email,United States,Thornton,Colorado,80229,West,Power Muesli,Super Mega Protein,OFF-AR-10003856,13.344,6,0.2,1.0008
7890,CA-2019-148684,25/12/2019,Standard Class,TS-21655,Trudy Schmidt,Email,United States,Fayetteville,Arkansas,72701,South,Power Muesli,Super Mega Protein,OFF-AR-10003811,19.89,9,0,5.3703
7910,CA-2019-149762,3/12/2019,Standard Class,RD-19720,Roger Demir,Email,United States,Morgan Hill,California,95037,West,Power Muesli,Super Mega Protein,OFF-AR-10001662,21.92,8,0,5.9184
7918,CA-2020-100783,4/9/2020,Second Class,JK-16120,Julie Kriz,Facebook,United States,Garland,Texas,75043,Central,Power Muesli,Super Mega Protein,OFF-AR-10000380,30.384,1,0.2,3.798
7931,CA-2019-120082,25/3/2019,Second Class,DK-12835,Damala Kotsonis,Sales,United States,New York City,New York,10024,East,Power Muesli,Super Mega Protein,OFF-AR-10001955,59.52,3,0,17.856
7945,CA-2020-134194,25/12/2020,Standard Class,GA-14725,Guy Armstrong,Email,United States,Dallas,Texas,75081,Central,Power Muesli,Super Mega Protein,OFF-AR-10001615,31.744,2,0.2,2.3808
7985,CA-2020-152499,22/1/2020,Second Class,EH-13765,Edward Hooks,Sales,United States,Chicago,Illinois,60623,Central,Power Muesli,Super Mega Protein,OFF-AR-10003481,7.872,3,0.2,0.8856
8018,US-2017-131870,9/9/2017,First Class,NF-18595,Nicole Fjeld,Facebook,United States,Lancaster,Ohio,43130,East,Power Muesli,Super Mega Protein,OFF-AR-10000634,30.816,9,0.2,2.6964
8053,CA-2017-109904,14/7/2017,Second Class,BF-10975,Barbara Fisher,Sales,United States,New York City,New York,10009,East,Power Muesli,Super Mega Protein,OFF-AR-10004999,17.94,3,0,4.485
8073,CA-2020-151750,1/1/2020,Standard Class,JM-15250,Janet Martin,Email,United States,Huntsville,Texas,77340,Central,Power Muesli,Super Mega Protein,OFF-AR-10003158,12.736,4,0.2,2.2288
8088,CA-2019-106621,29/9/2019,Second Class,DM-12955,Dario Medina,Sales,United States,Yuma,Arizona,85364,West,Power Muesli,Super Mega Protein,OFF-AR-10002375,10.496,4,0.2,1.1808
8093,CA-2020-143658,8/11/2020,Second Class,SR-20425,Sharelle Roach,Facebook,United States,New York City,New York,10035,East,Power Muesli,Super Mega Protein,OFF-AR-10002818,109.9,5,0,32.97
8107,CA-2020-159149,17/2/2020,First Class,CR-12820,Cyra Reiten,Facebook,United States,Houston,Texas,77041,Central,Power Muesli,Super Mega Protein,OFF-AR-10000937,175.44,6,0.2,52.632
8115,CA-2020-144820,3/10/2020,Second Class,LW-16825,Laurel Workman,Sales,United States,Pasadena,Texas,77506,Central,Power Muesli,Super Mega Protein,OFF-AR-10004817,20.64,5,0.2,2.322
8132,CA-2017-127866,20/7/2017,First Class,JD-15895,Jonathan Doherty,Sales,United States,Riverside,California,92503,West,Power Muesli,Super Mega Protein,OFF-AR-10003481,13.12,4,0,3.8048
8139,CA-2019-102561,18/7/2019,Standard Class,NK-18490,Neil Knudson,Facebook,United States,Philadelphia,Pennsylvania,19140,East,Power Muesli,Super Mega Protein,OFF-AR-10001545,11.264,8,0.2,1.2672
8147,US-2017-112949,20/6/2017,Standard Class,Co-12640,Corey-Lock,Email,United States,Lawton,Oklahoma,73505,Central,Power Muesli,Super Mega Protein,OFF-AR-10003469,3.52,2,0,1.6896
8172,CA-2019-146150,14/2/2019,Standard Class,FM-14380,Fred McMath,Email,United States,Jackson,Mississippi,39212,South,Power Muesli,Super Mega Protein,OFF-AR-10002240,264.18,7,0,68.6868
8198,CA-2020-102736,5/9/2020,Standard Class,LP-17095,Liz Preis,Email,United States,Knoxville,Tennessee,37918,South,Power Muesli,Super Mega Protein,OFF-AR-10001897,71.96,5,0.2,7.196
8208,CA-2018-122266,26/4/2018,Standard Class,SA-20830,Sue Ann Reed,Email,United States,Daytona Beach,Florida,32114,South,Power Muesli,Super Mega Protein,OFF-AR-10004757,2.624,1,0.2,0.4264
8231,CA-2019-162355,30/6/2019,Second Class,PF-19165,Philip Fox,Email,United States,Sandy Springs,Georgia,30328,South,Power Muesli,Super Mega Protein,OFF-AR-10004344,35.97,3,0,9.7119
8240,CA-2020-103065,20/10/2020,First Class,PT-19090,Pete Takahito,Email,United States,Jacksonville,Florida,32216,South,Power Muesli,Super Mega Protein,OFF-AR-10003251,4.448,2,0.2,1.112
8248,CA-2018-129217,10/5/2018,First Class,DP-13390,Dennis Pardue,Facebook,United States,Aurora,Illinois,60505,Central,Power Muesli,Super Mega Protein,OFF-AR-10004602,36.784,2,0.2,3.6784
8271,CA-2020-121790,30/1/2020,Standard Class,LP-17095,Liz Preis,Email,United States,Aurora,Illinois,60505,Central,Power Muesli,Super Mega Protein,OFF-AR-10003602,9.344,2,0.2,3.1536
8274,CA-2018-104059,13/6/2018,Second Class,FC-14245,Frank Carlisle,Facebook,United States,Springfield,Ohio,45503,East,Power Muesli,Super Mega Protein,OFF-AR-10000634,3.424,1,0.2,0.2996
8284,CA-2018-154284,21/12/2018,Second Class,SZ-20035,Sam Zeldin,Facebook,United States,Saint Charles,Illinois,60174,Central,Power Muesli,Super Mega Protein,OFF-AR-10001468,59.904,2,0.2,14.2272
8288,CA-2017-156244,12/8/2017,Standard Class,DH-13675,Duane Huffman,Facebook,United States,Miami,Florida,33180,South,Power Muesli,Super Mega Protein,OFF-AR-10004344,47.96,5,0.2,4.1965
8300,US-2017-103338,11/3/2017,Standard Class,RB-19435,Richard Bierner,Email,United States,Roseville,California,95661,West,Power Muesli,Super Mega Protein,OFF-AR-10001770,7.98,3,0,2.0748
8309,CA-2019-149335,25/7/2019,First Class,BC-11125,Becky Castell,Facebook,United States,San Francisco,California,94122,West,Power Muesli,Super Mega Protein,OFF-AR-10001419,37.17,9,0,11.151
8316,CA-2017-161508,12/7/2017,Standard Class,PV-18985,Paul Van Hugh,Facebook,United States,League City,Texas,77573,Central,Power Muesli,Super Mega Protein,OFF-AR-10003158,22.288,7,0.2,3.9004
8318,CA-2020-130904,11/4/2020,Standard Class,HM-14980,Henry MacAllister,Email,United States,Burlington,North Carolina,27217,South,Power Muesli,Super Mega Protein,OFF-AR-10000422,1.752,1,0.2,0.1533
8319,CA-2020-130904,11/4/2020,Standard Class,HM-14980,Henry MacAllister,Email,United States,Burlington,North Carolina,27217,South,Power Muesli,Super Mega Protein,OFF-AR-10000127,20.992,8,0.2,2.3616
8321,CA-2018-142937,5/12/2018,First Class,SF-20065,Sandra Flanagan,Email,United States,Dallas,Texas,75220,Central,Power Muesli,Super Mega Protein,OFF-AR-10003582,45.04,2,0.2,4.504
